date,CA_sales,TX_sales,WI_sales,total_sales
6/30/2012,48314.4,30155.5,28021.45,106491.34
7/1/2012,51497.37,34069.02,25035.24,110601.63
7/2/2012,42388.242,25184.16,27619.05,95191.45
7/3/2012,44191.176,28256.5,31158.219,103605.89
7/4/2012,37982.07,25994.5,21385.07,85361.64
7/5/2012,38342.37,26061.79,27479.559,91883.72
7/6/2012,44086.04,30088.1,30711.828,104885.97
7/7/2012,48465.96,34239.02,28079.47,110784.45
7/8/2012,52633.02,32288.14,29818.973,114740.125
7/9/2012,43223.24,26320.23,26888.809,96432.28
7/10/2012,40237.91,24232.75,22154.35,86625.01
7/11/2012,37517.34,25463.3,25119.89,88100.53
7/12/2012,38022.3,24396.4,25936.602,88355.305
7/13/2012,42951.77,29453.809,25032.33,97437.91
7/14/2012,49879.41,33274.16,31184.66,114338.234
7/15/2012,50853.97,36329.29,31470.3,118653.56
7/16/2012,38734.43,25875.861,23429.1,88039.39
7/17/2012,36823.95,22652.969,21696.92,81173.836
7/18/2012,34802.008,22064.51,19621.94,76488.45
7/19/2012,37633.21,24075.1,19789.23,81497.55
7/20/2012,42403.4,27967.01,23464.61,93835.016
7/21/2012,47726.613,30772.791,25998.21,104497.62
7/22/2012,51645.652,32695.5,23075.55,107416.7
7/23/2012,38925.168,23903.4,19595.582,82424.16
7/24/2012,36696.4,22884.75,20021.21,79602.36
7/25/2012,35010.69,22053.621,18443.89,75508.2
7/26/2012,35561.33,22171.38,18785.42,76518.13
7/27/2012,38850.12,24639.42,21698.07,85187.61
7/28/2012,43065.86,29268.121,22290.12,94624.1
7/29/2012,44212.85,31233.781,21864.531,97311.164
7/30/2012,36084.242,22560.18,18959.05,77603.47
7/31/2012,36664.77,23024.969,19162.59,78852.33
8/1/2012,38586.2,27257.55,24707.531,90551.28
8/2/2012,41183.258,25794.3,26356.17,93333.734
8/3/2012,45110.86,30231.332,30044.02,105386.2
8/4/2012,50614.5,33413.34,26797.26,110825.1
8/5/2012,53859.562,34572.15,29103.36,117535.07
8/6/2012,43451.543,29186.512,25488.43,98126.484
8/7/2012,40081.69,26560.582,20534.291,87176.56
8/8/2012,39155.953,23045.219,23990.16,86191.33
8/9/2012,40405.047,25903.33,25480.67,91789.05
8/10/2012,45248.016,26406.709,25541.51,97196.234
8/11/2012,53234.59,34618.98,27808.54,115662.11
8/12/2012,53424.06,36688.92,29749.31,119862.3
8/13/2012,42257.227,29861.46,22522.809,94641.5
8/14/2012,40749.918,23852.99,24705.46,89308.37
8/15/2012,39908.63,27104.281,26410.23,93423.14
8/16/2012,40292.84,26678.05,23885.809,90856.7
8/17/2012,43229.63,27853.12,23990.65,95073.4
8/18/2012,54733.48,30580.05,26314.71,111628.24
8/19/2012,58465.63,35383.48,24745.61,118594.72
8/20/2012,42322.44,26034.04,20057.23,88413.72
8/21/2012,38265.48,23102.81,19629.219,80997.51
8/22/2012,37105.98,23329.71,18972.33,79408.02
8/23/2012,34686.25,22634.16,19467.57,76787.984
8/24/2012,41008.98,26663.88,22086.41,89759.266
8/25/2012,50165.11,33116.97,25268.898,108550.98
8/26/2012,53605.89,35620.87,25135.02,114361.78
8/27/2012,38758.992,27009.93,19933.781,85702.7
8/28/2012,34801.25,23292.129,20079.459,78172.836
8/29/2012,34417.68,20702.879,18868.99,73989.55
8/30/2012,34442.31,22303.93,19831.74,76577.98
8/31/2012,44435.55,28175.078,30714.75,103325.375
9/1/2012,54663.64,37394.69,30307.09,122365.42
9/2/2012,50692.09,32115.98,31371.48,114179.55
9/3/2012,53255.83,34997.11,31210.771,119463.71
9/4/2012,39902.098,23963.04,22170.98,86036.12
9/5/2012,36958.23,24513.64,24736.52,86208.39
9/6/2012,37648.2,25619.96,24257.41,87525.57
9/7/2012,41353.82,28736.922,22952.77,93043.516
9/8/2012,52282.17,34267.09,33411.18,119960.445
9/9/2012,58372.46,37577.68,32562.66,128512.8
9/10/2012,42718.89,26380.41,21062.47,90161.766
9/11/2012,38324.3,24852.49,23901.81,87078.6
9/12/2012,34442.18,24312.76,25722.48,84477.42
9/13/2012,36408.242,24595.959,22182.93,83187.13
9/14/2012,41098.477,28323.541,29441.07,98863.086
9/15/2012,52011.992,37389.16,34700.53,124101.69
9/16/2012,54305.707,35996.65,30310.709,120613.07
9/17/2012,37989.89,27492.172,22133.89,87615.95
9/18/2012,36618.902,22633.79,21229.66,80482.35
9/19/2012,32670.488,21720.11,19391.96,73782.56
9/20/2012,35194.15,22466.709,20202.031,77862.89
9/21/2012,41456.938,26354.02,24067.58,91878.53
9/22/2012,52384.43,33089.08,27711.84,113185.34
9/23/2012,52884.582,35050.39,26108.621,114043.59
9/24/2012,38115.98,24800.832,18269.41,81186.22
9/25/2012,35929.57,22659.209,18074.941,76663.72
9/26/2012,33354.41,22652.45,18126.05,74132.91
9/27/2012,34260.73,21478.51,18781.98,74521.22
9/28/2012,40790.89,24894.58,23360.41,89045.875
9/29/2012,51815.42,32677.379,28994.47,113487.266
9/30/2012,53552.69,33350.258,25317.23,112220.19
10/1/2012,42955.42,29331.67,22450.148,94737.24
10/2/2012,40105.883,24237.129,24990.988,89334
10/3/2012,39849.492,26359,26770.02,92978.516
10/4/2012,37876.97,22392.64,21930.281,82199.89
10/5/2012,40764.42,27080.473,25374.51,93219.4
10/6/2012,51539.008,34126.07,33199.66,118864.734
10/7/2012,53861.17,35471.742,26429.47,115762.38
10/8/2012,43636.086,25162.441,23536.33,92334.86
10/9/2012,37249.53,24623.771,23897.76,85771.06
10/10/2012,35828.61,23100.7,21246.84,80176.15
10/11/2012,33087,24280.049,23652.11,81019.16
10/12/2012,39206.08,28250.531,27250.25,94706.86
10/13/2012,49413.55,35626.547,29458.65,114498.74
10/14/2012,50869.61,36005.3,29757.15,116632.055
10/15/2012,37261.1,30436.371,25465.25,93162.72
10/16/2012,32026.89,21939.531,20826.01,74792.43
10/17/2012,31867.77,23434.99,17491.9,72794.66
10/18/2012,32290.69,22537.57,16877.13,71705.39
10/19/2012,37255.71,23970.74,20761.98,81988.44
10/20/2012,47805.79,31421.73,23653.27,102880.78
10/21/2012,50379.316,32677.79,20048.969,103106.08
10/22/2012,34715.492,24205.871,14475.939,73397.305
10/23/2012,32140.39,21494.38,15462.58,69097.35
10/24/2012,29925.04,21866.16,14358.99,66150.19
10/25/2012,30891.37,20177.191,14724.12,65792.68
10/26/2012,35165.38,23222.27,29295.742,87683.39
10/27/2012,46164.582,27733.57,33296.65,107194.805
10/28/2012,47034.34,28924,26643.66,102602
10/29/2012,34413.19,22760.781,20344.6,77518.57
10/30/2012,35045.86,22132.32,20282.47,77460.65
10/31/2012,28404.281,20726.57,20170.941,69301.8
11/1/2012,34305.19,23801.08,25798.77,83905.05
11/2/2012,39171.71,24747.9,32646.209,96565.82
11/3/2012,51321.883,32065.531,40062.52,123449.94
11/4/2012,53390.3,33206.85,32446.54,119043.695
11/5/2012,38948.16,25263.18,27113.07,91324.41
11/6/2012,34345.93,23494.91,25752.238,83593.08
11/7/2012,34371.66,24604.44,22224.71,81200.81
11/8/2012,34826.758,22556.7,27729.21,85112.67
11/9/2012,40343.79,27067.01,31216.29,98627.086
11/10/2012,51566.117,31284.719,35248.3,118099.14
11/11/2012,49060.5,34496.39,36216.1,119772.99
11/12/2012,38032.28,25171.41,27833.27,91036.96
11/13/2012,31641.8,22525.691,23063.54,77231.03
11/14/2012,29946.629,20660.73,25991.04,76598.4
11/15/2012,31939.67,23357.39,27122.5,82419.56
11/16/2012,37203.08,24168.04,27592.488,88963.61
11/17/2012,48705.94,30876.04,33670.57,113252.555
11/18/2012,47982.09,30305.602,28069.521,106357.21
11/19/2012,36549.523,23933.13,21085.24,81567.9
11/20/2012,35844.3,24728.86,22314.45,82887.61
11/21/2012,38475.9,30876.36,25253.3,94605.56
11/22/2012,21478.52,21597.611,14249.21,57325.344
11/23/2012,28205.5,19312.24,18339.31,65857.055
11/24/2012,35810.156,24583.07,25304.879,85698.11
11/25/2012,40836.46,26169.762,26248.64,93254.86
11/26/2012,34691.59,21237.65,20188.82,76118.06
11/27/2012,31139.35,19155.04,19122.04,69416.43
11/28/2012,28448.262,18632.25,19224.42,66304.93
11/29/2012,28731.281,18909.09,18930.76,66571.13
11/30/2012,34383.07,23796.71,27538.852,85718.63
12/1/2012,52372.53,33014.72,32689.84,118077.09
12/2/2012,46560.996,32965.21,35324.02,114850.22
12/3/2012,41365.23,27669.969,29193.02,98228.22
12/4/2012,35309.95,21168.16,24406.97,80885.08
12/5/2012,33531.7,24231.24,27475.383,85238.32
12/6/2012,35582.55,24164.98,27038.92,86786.45
12/7/2012,39507.367,26432.402,26985,92924.766
12/8/2012,48468.875,31680.848,35274.34,115424.06
12/9/2012,50285.96,35250.98,34872.93,120409.87
12/10/2012,40627.59,22544.959,23818.08,86990.625
12/11/2012,35874.24,23526.81,26559.04,85960.086
12/12/2012,32457.35,23781.398,27014.07,83252.82
12/13/2012,33671.15,24517.01,22715.38,80903.54
12/14/2012,36660.75,25895.57,30629.582,93185.91
12/15/2012,48055.51,33091.742,36553.61,117700.86
12/16/2012,49775.082,32182.148,31107.791,113065.02
12/17/2012,37045.46,26471.041,24146.648,87663.15
12/18/2012,37365.57,24941.49,22522.41,84829.47
12/19/2012,33166.72,25010.66,28691.762,86869.14
12/20/2012,37567.242,25899.219,23330.5,86796.96
12/21/2012,39110.582,25609.4,26634.71,91354.695
12/22/2012,47535.78,30527.492,33394.258,111457.53
12/23/2012,43073.2,31746.082,29783.16,104602.44
12/24/2012,35684.75,25992.77,22597.75,84275.266
12/25/2012,13.53,5.26,5.94,24.730001
12/26/2012,35010.61,27190.932,21488.191,83689.734
12/27/2012,35651.73,22511.8,22970.21,81133.74
12/28/2012,37461.68,26412.4,26603.879,90477.95
12/29/2012,44217.72,29333.541,29795.37,103346.625
12/30/2012,41494.754,28349.031,26350.34,96194.125
12/31/2012,37553.54,26855.918,28625.98,93035.44
1/1/2013,27966.271,21610.191,16123.91,65700.375
1/2/2013,37675.6,22303.71,27981.809,87961.125
1/3/2013,38356.07,26270.2,31600.97,96227.24
1/4/2013,40228.242,23219.58,27449.6,90897.42
1/5/2013,48216.38,29318.012,38630.11,116164.5
1/6/2013,50318.8,34032.03,35725.32,120076.15
1/7/2013,38771.188,28431.45,24251.94,91454.58
1/8/2013,36861.82,21838.01,26516.9,85216.73
1/9/2013,32688.19,21064.879,28435.281,82188.35
1/10/2013,35795.64,23431.66,23064.84,82292.14
1/11/2013,39634.562,26765.291,31168.7,97568.55
1/12/2013,51139.51,35476.74,39830.15,126446.4
1/13/2013,50732.617,34540.883,28730.291,114003.79
1/14/2013,35358.4,23449.059,27362.66,86170.12
1/15/2013,34231.72,22769.9,30032.96,87034.58
1/16/2013,33737.56,22366.44,24344.27,80448.266
1/17/2013,34400.7,22236.34,24443.67,81080.71
1/18/2013,39481.35,25153.09,28735.791,93370.234
1/19/2013,51513.55,31594.469,37092.58,120200.59
1/20/2013,44076.188,31586.281,29193.09,104855.56
1/21/2013,40259.99,25705.549,21877.95,87843.484
1/22/2013,33061.45,21042.84,18669.36,72773.65
1/23/2013,31133.418,19995.34,20514.83,71643.586
1/24/2013,29331.44,20512.21,20119.45,69963.09
1/25/2013,38640.74,22426.82,23179.39,84246.95
1/26/2013,50747.75,30169.34,32790.65,113707.74
1/27/2013,50473.008,31225.11,26494.67,108192.79
1/28/2013,33662.52,23007.19,20378.861,77048.57
1/29/2013,31859.422,19287.379,18742.59,69889.39
1/30/2013,29247.86,19062.56,16419.41,64729.832
1/31/2013,33766.37,20700.13,20335.01,74801.51
2/1/2013,43525.21,29798.059,33487.49,106810.75
2/2/2013,61100.56,36154.72,42493.75,139749.03
2/3/2013,44413.9,34687.35,37147.758,116249.01
2/4/2013,35955.11,24554.53,21540.58,82050.22
2/5/2013,35724.09,25599.16,29022.111,90345.36
2/6/2013,34871.31,23698.64,31216.629,89786.58
2/7/2013,37048.797,27101.63,19759.23,83909.66
2/8/2013,41386.91,28256.29,30627.531,100270.734
2/9/2013,51709.89,36078.29,43511.65,131299.83
2/10/2013,49203.31,37506.562,36696.17,123406.05
2/11/2013,41408.3,27851.84,30035.828,99295.97
2/12/2013,37670.98,28487.93,32451.08,98609.984
2/13/2013,39697.77,31879.32,31264.66,102841.75
2/14/2013,30780.14,23483.5,26095.611,80359.25
2/15/2013,40086.562,29784.11,34976.15,104846.82
2/16/2013,49421.758,34751.48,38932.07,123105.305
2/17/2013,50237.42,38719.63,35906.79,124863.836
2/18/2013,43498,28684.059,23950.91,96132.97
2/19/2013,32816.5,24889.53,20094.85,77800.88
2/20/2013,35281.92,23563.55,23854.77,82700.24
2/21/2013,34643.48,24625.742,26418.27,85687.49
2/22/2013,40900.83,25960.61,22665.23,89526.67
2/23/2013,51585.71,32528.11,33796.89,117910.71
2/24/2013,53637.523,37290.42,32291.879,123219.83
2/25/2013,39531.277,25425.191,24090.13,89046.6
2/26/2013,33363.152,23949.299,19584.6,76897.055
2/27/2013,32795.062,23723.79,19779.83,76298.68
2/28/2013,35248.9,24182.941,25125.352,84557.19
3/1/2013,45965.4,30750.71,33262.33,109978.44
3/2/2013,58555.508,36141.227,43519.883,138216.62
3/3/2013,57622.43,37752.95,39863.96,135239.34
3/4/2013,41158.66,27869.95,29767.82,98796.43
3/5/2013,37056.92,26857.578,22413.75,86328.25
3/6/2013,34691.25,25460.77,27674.54,87826.56
3/7/2013,32575.639,25441,23664.79,81681.43
3/8/2013,40458.867,23735.191,30549.33,94743.39
3/9/2013,51412.812,34202.54,36884.18,122499.53
3/10/2013,54392.68,34509.73,33235.99,122138.39
3/11/2013,41107.312,30654.95,28719.92,100482.19
3/12/2013,36364.27,28950.379,28561.34,93875.984
3/13/2013,35468.42,28419.398,25038.91,88926.734
3/14/2013,35733.48,25213.58,28079.46,89026.52
3/15/2013,41921.547,30392.3,31243.01,103556.85
3/16/2013,52162.63,33563.83,36422.92,122149.375
3/17/2013,53194.547,35091.61,32787.6,121073.76
3/18/2013,39025.44,27693.57,21924.488,88643.5
3/19/2013,34184.31,25361.102,22780.01,82325.42
3/20/2013,36063.31,22867.51,22205.13,81135.95
3/21/2013,35353.598,24094.7,22321.691,81769.984
3/22/2013,41904.52,25966.32,25121.48,92992.33
3/23/2013,50290.56,32160.16,31606.2,114056.92
3/24/2013,52222.883,34708.53,30993.29,117924.7
3/25/2013,38611.64,24602.32,21435.602,84649.56
3/26/2013,35082.11,24027.61,22034.75,81144.47
3/27/2013,34910.86,22448.11,21549.41,78908.375
3/28/2013,35745.727,22997.53,22145.37,80888.625
3/29/2013,43325.36,30099.61,28933.14,102358.11
3/30/2013,55636.812,35155.75,34286.758,125079.32
3/31/2013,38002.39,31860.36,22105.25,91968
4/1/2013,40043.85,28402.129,24817.23,93263.22
4/2/2013,38693.87,23688.031,29069.668,91451.57
4/3/2013,39875.8,24318.922,30661.29,94856.016
4/4/2013,38580.46,24263.621,23074.23,85918.31
4/5/2013,42264.75,27961.62,29475.742,99702.11
4/6/2013,52802.54,34263.273,37389.273,124455.086
4/7/2013,57334.332,37453.4,32919.54,127707.27
4/8/2013,41807.25,26964.309,26620.24,95391.805
4/9/2013,40203.094,26823.96,24428.79,91455.84
4/10/2013,37866.742,23042.27,22391.41,83300.42
4/11/2013,37701.18,25038.73,25458.52,88198.43
4/12/2013,40723.97,26879.45,29566.14,97169.56
4/13/2013,51156.39,34206.203,34212.05,119574.64
4/14/2013,52435.36,34973.65,32938.32,120347.33
4/15/2013,39427.8,29939.82,24873.621,94241.25
4/16/2013,37194.63,24527.27,23213.201,84935.1
4/17/2013,35700.96,23103.89,19877.469,78682.32
4/18/2013,35332.3,21844.85,20790.27,77967.42
4/19/2013,41500.9,25762.809,22315.94,89579.64
4/20/2013,51271.43,31606.02,29064.71,111942.164
4/21/2013,55555.582,32799.12,25745.7,114100.41
4/22/2013,41535.09,24640.129,18806.76,84981.98
4/23/2013,36393.83,23550.328,16668.26,76612.414
4/24/2013,35617.29,22611.97,18949.23,77178.484
4/25/2013,34868.48,21203.4,19023.15,75095.03
4/26/2013,40610.08,26211.19,20436.17,87257.44
4/27/2013,49019.504,23882.29,25340.14,98241.94
4/28/2013,52181.33,35075.88,24364.09,111621.3
4/29/2013,37329.1,21977.41,18121.49,77428
4/30/2013,37529.18,22286.41,18055.11,77870.7
5/1/2013,39536.16,25106.488,21301.42,85944.07
5/2/2013,39265.47,22083.31,24288.67,85637.45
5/3/2013,45114.27,25878.61,28472.05,99464.92
5/4/2013,52895.113,29351.72,29051.389,111298.23
5/5/2013,54748.168,34702.69,31951.61,121402.47
5/6/2013,46896.2,27018.6,25719.371,99634.17
5/7/2013,40048.93,26371.73,20514.26,86934.914
5/8/2013,38473.49,25109.92,22869.29,86452.695
5/9/2013,39552.16,26573.42,25897.16,92022.734
5/10/2013,43630.12,23878.39,25653.18,93161.695
5/11/2013,54527.977,33554.39,33666.67,121749.04
5/12/2013,46582.8,30627.08,25936.05,103145.94
5/13/2013,42652.98,29566.75,23238.83,95458.56
5/14/2013,40312.29,26480.68,23989.182,90782.15
5/15/2013,39962.59,26547.39,27232.898,93742.88
5/16/2013,38811.242,25432.01,23657.64,87900.89
5/17/2013,41737.07,26777.77,25772.72,94287.56
5/18/2013,51146.02,34675.48,25800.701,111622.2
5/19/2013,57477.5,36243.25,25834.852,119555.6
5/20/2013,42924.742,26680.691,21376.56,90982
5/21/2013,38089.57,24478.93,20473.73,83042.234
5/22/2013,36623.15,24383.51,18998.54,80005.195
5/23/2013,38651.68,22859.66,21853.58,83364.92
5/24/2013,44434.93,27614.379,23671.27,95720.58
5/25/2013,48367.83,32042.36,26222.121,106632.31
5/26/2013,45369.59,31792.121,21686.691,98848.41
5/27/2013,49824.89,29821.46,21891.84,101538.19
5/28/2013,39989.05,22999.46,18408.02,81396.53
5/29/2013,35495.89,20848.17,18319.83,74663.89
5/30/2013,35361.87,23220.98,18603.76,77186.61
5/31/2013,44971.33,26052.299,27455.61,98479.234
6/1/2013,55834.89,37530.61,29530.6,122896.1
6/2/2013,60665.453,34955.91,34718.89,130340.25
6/3/2013,47323.562,30734.84,29908.43,107966.836
6/4/2013,42353.434,25588.088,23462.47,91403.99
6/5/2013,41921.68,28349.32,24975.31,95246.31
6/6/2013,37861.32,27081.23,25460.02,90402.57
6/7/2013,46683.51,30119.46,24813.93,101616.9
6/8/2013,55563.3,33582.008,30721.82,119867.13
6/9/2013,61829.77,35939.75,33455.37,131224.89
6/10/2013,47971.473,28687.76,22920.18,99579.414
6/11/2013,41716.82,27564.48,24616.16,93897.45
6/12/2013,39362.832,27154.96,25697.74,92215.54
6/13/2013,40747.723,27735.09,22377.07,90859.88
6/14/2013,46082.57,30587.629,29336.75,106006.95
6/15/2013,54141.59,36179.906,35010.47,125331.97
6/16/2013,48084.96,33895.523,24506.25,106486.734
6/17/2013,42293.65,27574.73,21963.82,91832.195
6/18/2013,39553.96,24989.16,20739.01,85282.13
6/19/2013,38827.22,25284.11,20206.67,84318
6/20/2013,39988,24649.258,21299.66,85936.92
6/21/2013,45019.98,28098.799,24987.98,98106.766
6/22/2013,51126.11,33696.66,27423.281,112246.05
6/23/2013,55892.04,34937.85,25847.912,116677.805
6/24/2013,43285.062,27530.48,21370.76,92186.305
6/25/2013,40066.617,24455.549,20299.61,84821.77
6/26/2013,38337.13,23913.879,19693.71,81944.72
6/27/2013,39584.28,23495.46,20207.871,83287.61
6/28/2013,46693.89,26531.41,23147.47,96372.766
6/29/2013,56909.727,32936.53,27549.95,117396.2
6/30/2013,57110.22,35729.35,26265.451,119105.02
7/1/2013,48306.93,29781.78,23242.549,101331.26
7/2/2013,47337.44,25798.07,25552.7,98688.22
7/3/2013,53910.95,30648.7,32022.648,116582.3
7/4/2013,45644.977,29297.55,20858.531,95801.06
7/5/2013,49534.207,30383.371,28655.14,108572.72
7/6/2013,49056.85,33943.758,28763.32,111763.93
7/7/2013,58182.98,36284.492,28110.508,122577.98
7/8/2013,46274.67,27042.57,28051.781,101369.02
7/9/2013,43777.688,27966.15,27334.799,99078.63
7/10/2013,44691.84,24748.58,23892.82,93333.24
7/11/2013,42000.05,29082.59,26342.62,97425.26
7/12/2013,46638.58,32228.31,30610.07,109476.96
7/13/2013,53955.57,37910.023,30678.1,122543.695
7/14/2013,57261.41,36235.64,33021.03,126518.08
7/15/2013,43963.47,29995.871,28492.531,102451.875
7/16/2013,40051.05,24936.8,25174.95,90162.8
7/17/2013,40489.586,25464.13,22667.15,88620.87
7/18/2013,40945.18,26734.05,23864.95,91544.19
7/19/2013,45720.75,26946.172,26952.3,99619.22
7/20/2013,54523.99,31936.812,26670.26,113131.055
7/21/2013,57007.7,34681.31,24117.85,115806.86
7/22/2013,41686.59,25883.7,20829.98,88400.266
7/23/2013,39814.86,25242.42,19487.559,84544.84
7/24/2013,39010.023,25499.28,19771.852,84281.16
7/25/2013,40771.26,24601.88,19808.219,85181.36
7/26/2013,44823.777,28791.05,25399.432,99014.26
7/27/2013,53256.8,31884.21,26668.762,111809.78
7/28/2013,53020.88,33196.61,23731.36,109948.84
7/29/2013,42266.8,25421.97,17696.01,85384.78
7/30/2013,38628.93,22740.111,18750.281,80119.32
7/31/2013,40384.34,22797.08,21593.4,84774.82
8/1/2013,45956.027,29975.941,23903.27,99835.234
8/2/2013,48641.03,31421.781,31395.04,111457.85
8/3/2013,57698.87,35619.062,33527.65,126845.586
8/4/2013,57881.07,36434.14,28177.291,122492.5
8/5/2013,47863.21,29988.129,27770.348,105621.69
8/6/2013,42028.5,28919.78,27029.92,97978.2
8/7/2013,43207.88,27751.031,21318.72,92277.625
8/8/2013,42652.613,25855.621,25285.32,93793.555
8/9/2013,47924.7,31984.281,28772.379,108681.36
8/10/2013,56360.266,34306.6,28522.48,119189.34
8/11/2013,57184.76,39697.31,30763.07,127645.14
8/12/2013,46153.62,29846.39,28240.82,104240.836
8/13/2013,41537.96,29345.883,22598.93,93482.77
8/14/2013,40366.21,24121.21,25895.03,90382.45
8/15/2013,42128.1,29466.7,28952.91,100547.7
8/16/2013,46854,25347.17,29259.93,101461.1
8/17/2013,58167.49,34452.14,28359.41,120979.03
8/18/2013,58632.73,35248.156,27663.77,121544.66
8/19/2013,45134.293,26171.19,22191.46,93496.945
8/20/2013,40538.25,23320.02,20429.63,84287.9
8/21/2013,40333.08,23920.172,21213.4,85466.65
8/22/2013,40151.21,25004.12,20915.93,86071.26
8/23/2013,44073.12,27913.01,23495.91,95482.05
8/24/2013,55674.785,34632.31,26370.47,116677.56
8/25/2013,62733.723,38059.793,27983.93,128777.445
8/26/2013,42902.418,26341.531,23253.91,92497.86
8/27/2013,39675.023,24141.75,22888.58,86705.35
8/28/2013,38819.42,24424.098,22045.121,85288.64
8/29/2013,38956.71,22278.629,21406.92,82642.26
8/30/2013,49189.312,28584.45,30108.898,107882.664
8/31/2013,59082.57,35700.47,31125.98,125909.016
9/1/2013,54853.117,36392.78,26276.059,117521.95
9/2/2013,58763.133,34011.6,32336.281,125111.016
9/3/2013,44313.42,27150.52,27290.05,98753.984
9/4/2013,41000.363,24533.46,23475.86,89009.69
9/5/2013,41073.03,26318.79,24981.049,92372.87
9/6/2013,45501.555,28003.602,27958.28,101463.44
9/7/2013,58294.152,37412.5,30087.629,125794.28
9/8/2013,64595.71,38326.59,34041.48,136963.78
9/9/2013,47448.85,29531.57,28543.441,105523.86
9/10/2013,44144.223,23999.25,23216.691,91360.16
9/11/2013,41955.1,26364.941,26707.58,95027.625
9/12/2013,40333.35,27680.688,28437.73,96451.766
9/13/2013,45896.43,31202.56,28749.27,105848.266
9/14/2013,56008.62,37486.09,36857.332,130352.05
9/15/2013,62669.09,40437.6,36847.992,139954.69
9/16/2013,45542.71,27927.719,25390.59,98861.016
9/17/2013,41506.7,24641.55,22216.18,88364.43
9/18/2013,39476.66,24278.2,20848.06,84602.92
9/19/2013,38315.9,23372.25,19622.72,81310.87
9/20/2013,47085.71,24161.7,25553.42,96800.83
9/21/2013,57047.71,36081.95,28872.652,122002.31
9/22/2013,60236.977,35363.15,27676.271,123276.4
9/23/2013,42719.19,24940.41,20859.889,88519.49
9/24/2013,39169.52,23292.46,18575.66,81037.64
9/25/2013,36353.773,22836.22,20161.871,79351.86
9/26/2013,37916.4,22554.57,21033.19,81504.16
9/27/2013,42526.824,26201.352,25273.828,94002
9/28/2013,54834.996,33550.89,29948.09,118333.984
9/29/2013,57575.57,33710.582,27918.82,119204.98
9/30/2013,42598.36,25094.58,21781.9,89474.836
10/1/2013,43015.723,29889.32,25330.93,98235.98
10/2/2013,40242.527,24036.95,25368.73,89648.2
10/3/2013,41648.86,28691.02,29932.559,100272.44
10/4/2013,47569.21,26892.29,27404.13,101865.63
10/5/2013,60418.934,36076.98,36366.82,132862.73
10/6/2013,63113.25,41144.82,35438.27,139696.34
10/7/2013,49377.57,29813.11,24952.79,104143.47
10/8/2013,44828.57,25395.65,25967.592,96191.81
10/9/2013,43091.668,26611.648,27932.852,97636.164
10/10/2013,44731.277,24974.959,24089.45,93795.69
10/11/2013,45970.156,29096.709,30271.9,105338.766
10/12/2013,56036.188,34581.03,38743.71,129360.93
10/13/2013,59937.09,40259.38,31748.621,131945.1
10/14/2013,45984.953,30010.938,27607.45,103603.34
10/15/2013,39474.777,27044.84,27040.41,93560.03
10/16/2013,40205.28,24448.68,24653.9,89307.86
10/17/2013,39537.188,23174.84,21554.5,84266.53
10/18/2013,44853.54,25290.19,24939.48,95083.2
10/19/2013,55768.355,33547.33,29573.82,118889.51
10/20/2013,60718.09,34313.42,28729.102,123760.62
10/21/2013,43869.04,26600.76,20984.05,91453.84
10/22/2013,39054.99,23286.69,19622.58,81964.26
10/23/2013,38045.95,23059.979,21258.64,82364.57
10/24/2013,38302.633,22875.71,21249.35,82427.695
10/25/2013,42593.86,25741.91,25844.96,94180.73
10/26/2013,54471.242,32536.45,31975.99,118983.68
10/27/2013,56359.547,35091.66,24681.06,116132.266
10/28/2013,43456.65,25653.8,20266.129,89376.58
10/29/2013,39565.133,22234.078,19969.82,81769.03
10/30/2013,43999.113,23234.379,18572.86,85806.35
10/31/2013,33713.71,20338.15,20248.6,74300.46
11/1/2013,46414.82,31590,30709.46,108714.28
11/2/2013,58365.01,33755.727,36872.44,128993.17
11/3/2013,61926.47,35924.95,35423.53,133274.95
11/4/2013,44734.57,24798.922,22896.02,92429.516
11/5/2013,41118.18,26714.062,25204.658,93036.9
11/6/2013,39942.188,25905.969,24896.44,90744.59
11/7/2013,39671.438,25302.352,22479.82,87453.61
11/8/2013,42650.906,24924.469,28425.6,96000.98
11/9/2013,55807.67,33382.008,36642.67,125832.35
11/10/2013,58391.004,33891.008,31008.56,123290.58
11/11/2013,47677.55,27992.46,24570.84,100240.86
11/12/2013,36805.1,25981.29,25175.6,87961.99
11/13/2013,36315.08,23465.451,21624.66,81405.19
11/14/2013,35562.82,21372.51,23090.459,80025.79
11/15/2013,41934.4,27070.371,28672.781,97677.55
11/16/2013,56924.11,33418.73,33415.43,123758.27
11/17/2013,58230.418,35306.45,27991.26,121528.125
11/18/2013,41413.78,24798.11,23447.76,89659.65
11/19/2013,35720.723,22118.47,20959.209,78798.41
11/20/2013,34848.21,22622.121,20749.59,78219.92
11/21/2013,35268.87,22381.041,20962.97,78612.88
11/22/2013,41075.52,24984.27,25352.34,91412.125
11/23/2013,54605.64,30063.93,29872.46,114542.03
11/24/2013,54778.35,31281.82,25774.42,111834.59
11/25/2013,40570.344,20446.59,20218.441,81235.375
11/26/2013,41219.8,25034.48,21683.51,87937.79
11/27/2013,42506.242,29261.688,25746.36,97514.29
11/28/2013,23077.58,18246.791,12313,53637.37
11/29/2013,32122.85,21219.441,21848.52,75190.81
